Date,CREDIT,TERM,TREND_BOND,TREND_FX,TREND_CMDTY
2008-04-01,0.021932950566161846,-0.01686703647276988,0.09810107654281874,-0.07023970599437246,0.4366614850263526
2008-05-01,0.0173899775009696,-0.022954879224752478,0.09492686715554,-0.08337533664644514,0.5080824199083688
2008-06-01,-0.02432806442239066,0.02481753066670178,0.13184543047141783,-0.09145734977042363,0.6049500633223411
2008-07-01,0.0012188612478754024,-0.008037841593550588,0.09491903519691836,-0.07198630473108758,0.48807234519160536
2008-08-01,-0.01024082108437363,0.023266706735561637,0.10447049641269934,-0.02396879506911742,0.44181711838226523
2008-09-01,0.0009941875671394262,0.0065960911285734,0.11713055074399337,0.02676764705635859,0.24512766938475516
2008-10-01,-0.0966213669917777,-0.02856144352507095,0.08073265782533812,0.12352970657896578,-0.09070686633569092
2008-11-01,-0.10512120873786834,0.13183430884126768,0.17008588460867247,0.1224691325237266,-0.20814811765044416
2008-12-01,0.025108584192462313,0.1312020125547786,0.31339195018250743,0.05745045198205789,-0.2970289159697793
2009-01-01,0.016319074946891665,-0.1277477123699482,0.15937351226166474,0.11826651331062643,-0.38097236646120913
2009-02-01,-0.04949135996795595,-0.014940519323401569,0.14934906703641904,0.159594944477222,-0.5487216240238645
2009-03-01,0.013853943977513827,0.03535605724400237,0.1686476069189402,0.15183799334447767,-0.493008246379796
2009-04-01,0.10972483724629001,-0.06781499224186105,0.1244375436051921,0.1307625005102966,-0.5543939012127381
2009-05-01,0.009026230022052717,-0.03736009470496271,0.11359319041650595,0.06280389734102243,-0.46080582102476275
2009-06-01,0.003227661900943035,0.007813970909650969,0.09436749829196023,0.07965521135963183,-0.5913805881805572
2009-07-01,0.022387594035019998,0.0044711080019324,0.10381079686878014,0.04516057906461013,-0.4750014515028732
2009-08-01,-0.029096652068540174,0.01806299182288784,0.09859969180377715,-0.011109325294950678,-0.45001942309411014
2009-09-01,0.04022743296700182,0.022349928223005522,0.10860554097401554,-0.052201302504484626,-0.34979150637725576
2009-10-01,-0.0003476058411997496,-0.027505422484844,0.10055759106579765,-0.14043855125199467,-0.029623693862089295
2009-11-01,-0.002612206538628703,0.0070899781861770705,-0.02976661015542481,-0.16567326190541676,0.13940522967488933
2009-12-01,0.055530091114568525,-0.052733008917283386,-0.2299592052656425,-0.0545704137519506,0.18542348330823288
2010-01-01,-0.02569952638187767,0.01788244234467329,-0.07123329085260388,-0.09663717560572793,0.1363222883098666
2010-02-01,0.010142594218882417,-0.007531354884312891,-0.06014257089799502,-0.10895885740023059,0.23404627230542852
2010-03-01,0.015032498804310457,-0.01763914666469668,-0.12081604112393896,-0.07046832559182292,0.18281901716953075
2010-04-01,0.00035211535497214896,0.029714181504110426,-0.018561003479029003,-0.05204530519741524,0.22293457886279788
2010-05-01,-0.0336172772335851,0.04677802736586556,0.06988719870880056,0.06908665349809973,-0.041201207736542234
2010-06-01,-0.022134256226214788,0.05380303456840796,0.12067000263092043,0.05087291434521046,-0.032701483911502294
2010-07-01,0.03055498663814138,-0.011053627597964799,0.10573930115650587,0.022467226994623335,0.009926998981231172
2010-08-01,-0.037970501982302673,0.08130230985483,0.16730114474934454,0.041046907103000296,0.020147414375604522
2010-09-01,0.031372212070488015,-0.026151180196533508,0.1175871465251529,0.008185063668418424,0.10844476727268948
2010-10-01,0.021728037751363227,-0.047663694224049924,0.0982732468849562,-0.008443711661902609,0.08346835350712956
2010-11-01,0.0033358161898580097,-0.014291260992866484,0.06988726412098378,0.06541855741964253,0.033741662863938315
2010-12-01,0.0328282173459139,-0.03813055543844157,0.0960914254932349,-0.009245079190433492,0.134286675806209
2011-01-01,0.021620372570502422,-0.02700379795133956,0.03810195110169812,-0.040687965007853544,0.24824987982669056
2011-02-01,0.0010231796199386967,0.014956870260193211,0.05797133909147889,-0.06086510842153536,0.24853255253321604
2011-03-01,0.0060075665756107455,0.0018046817471972787,0.07878075663701822,-0.08121443150313312,0.27976915134777613
2011-04-01,-0.008996039751496765,0.017123276184417557,0.06851887353540453,-0.1264868228280186,0.28621215123348753
2011-05-01,-0.011436161888290552,0.03049884379934853,0.05134097374424118,-0.16546722078920106,0.33596125951290345
2011-06-01,0.002259714233345256,-0.02257719465880459,-0.029361496620935457,-0.16004062466277647,0.3110759247463113
2011-07-01,-0.020946667781484907,0.04147702861727276,0.024169707851826705,-0.11632079433677223,0.29545999942973045
2011-08-01,-0.030492235822960234,0.09331582253032811,0.03721879420150842,-0.13042561523728768,0.32164112453787863
2011-09-01,-0.05692432241625622,0.1333449929616234,0.19458330998173057,-0.018506134719438405,0.08938506047530992
2011-10-01,0.0597592135881837,-0.03823470018084807,0.20215990198220912,-0.03109716255778483,0.121510001106232
2011-11-01,0.007678466708090914,0.01938098618010331,0.2383646493991488,-0.058894673072681036,0.12299244985030455
2011-12-01,0.007449674851179866,0.031155422175124237,0.31015926615074285,-0.006691870144209355,-0.0048739911101393085
2012-01-01,-0.0012855007876817481,0.0005547319899565917,0.33665924733632346,-0.006856186738806613,-0.003560656218114855
2012-02-01,0.002409231615331464,-0.02652529149654914,0.2954233555446908,-0.0020147597024744446,0.008268350105604338
2012-03-01,0.004498784367606534,-0.041429359827849455,0.25258921097241405,0.009289254374521216,-0.03604856669024936
2012-04-01,0.000372250963706966,0.045940383205084645,0.27821491496087936,0.04327509917158168,-0.09514890015476696
2012-05-01,-0.03945976768008075,0.08984990896909184,0.334502713075869,0.0787630007647101,-0.15500527277927423
2012-06-01,0.03727429242314262,-0.01546506643685841,0.3406883988316387,0.06176747655511072,-0.09215452996950457
2012-07-01,-0.024151605373346596,0.03585286433626811,0.334374121453078,0.08140219577093577,-0.07948226711573292
2012-08-01,0.012994936750817865,-0.013216888073106836,0.2244635441348447,0.0614464315596992,-0.019005477934233905
2012-09-01,-0.005778976259467328,-0.02554181502080577,0.0666974966929087,-0.014445239244306962,0.1233938363077336
2012-10-01,-0.00480260758500739,-0.004140751950658106,0.09972781159151356,0.017355054783149915,0.00783738224935182
2012-11-01,0.014370050573803916,0.013216927254516841,0.09359854526304712,-0.0039911400790876295,0.030317081297046355
2012-12-01,0.012558837257815703,-0.028692182813950695,0.03342043665285144,-0.0275948168935235,0.047872659798031236
2013-01-01,0.021188427730557957,-0.028417773975295546,0.003227435757851227,-0.020730367827271,0.035825613585981575
2013-02-01,-0.0036696932958326656,0.009788318647501404,0.041670418756007965,0.021193140671461497,-0.06478092982218386
2013-03-01,0.009138276047652716,-0.004490065002787147,0.07979554802641298,0.03375166330004109,-0.04041100633242978
2013-04-01,-0.00038064338889509663,0.0461402454633868,0.07860586174979112,0.02061644373710536,-0.06495054314159154
2013-05-01,0.006545742927070219,-0.06624393280322882,-0.07940598573577518,-0.015018533315051097,0.03102274886723988
2013-06-01,0.015615337452941414,-0.03200155182327824,-0.0959542468229907,0.005388678994338925,-0.017412202961515022
2013-07-01,0.01748118162255463,-0.024086719611235652,-0.15649790737115055,-0.026125585888561176,-0.043830199295904815
2013-08-01,-0.002467885366321143,-0.012643144187029276,-0.1569791093399825,-0.0035449252237856888,-0.07219128764700222
2013-09-01,0.00019159087798148455,0.004161307823161042,-0.12523470626684763,-0.011741274547441005,-0.10212888142666976
2013-10-01,0.007494695540271268,0.01363639848254472,-0.10610804665136431,-0.010372607878961437,-0.06346544604479865
2013-11-01,0.006242181507980393,-0.02801560057428021,-0.14691443152661898,-0.008506845941808061,-0.09237950326547872
2013-12-01,-0.00016500938369412577,-0.020159209024076086,-0.14016685435070542,-0.011783686661699933,-0.07511150120626753
2014-01-01,-0.011292466703872295,0.06718731673973455,-0.04267618501993009,0.011333170136942128,-0.13034708298619402
2014-02-01,0.009592514214896264,0.0025596900862858707,-0.050141682528203835,-0.04397078141727706,-0.03303889431130602
2014-03-01,-0.0004888737353386796,0.00847935488739604,-0.03856969982977243,-0.050510658121667995,-0.040056116685451615
2014-04-01,-0.008967881497943697,0.01976299308479912,-0.06459161243095868,-0.041199221200251435,0.009127760899411808
2014-05-01,-0.0028404895864515556,0.027858084509042813,0.032622975396769505,-0.050739033280355894,0.010346336202318951
2014-06-01,0.005936917353532634,-0.001854328690474638,0.0629395729735921,-0.058308628821631014,0.059704829870133036
2014-07-01,-0.021030822974885455,0.007439114228887989,0.0920470517713039,-0.014897949290954893,-0.019533848724043734
2014-08-01,0.00354642580885689,0.04534025374455575,0.15284909624574294,-0.006545175419036875,-0.05913976468125359
2014-09-01,-0.002970869265103704,-0.020029605425192165,0.125682696307011,0.05729268045950486,-0.09769458296427125
2014-10-01,-0.001390567467961512,0.02538914091842659,0.13932892360782612,0.06691229126342568,-0.13606624348636398
2014-11-01,-0.020068207978708008,0.028664936179489287,0.19615079723266926,0.0801331734307642,-0.2118712394122897
2014-12-01,-0.00961446854904624,0.03382535455558966,0.24884071577692823,0.10973206011639391,-0.3142253952259658
2015-01-01,-0.027244069487274647,0.09596194403582259,0.2821397753365974,0.1437205224571284,-0.3407383490052558
2015-02-01,0.03504512409026206,-0.05998154010272905,0.2161851323392031,0.16712011888550338,-0.3467266544061187
2015-03-01,-0.011679604875456717,0.00848096374205376,0.21973041810833338,0.1911560486602384,-0.40688330529123995
2015-04-01,0.020398051502110826,-0.03463962935822673,0.16453532789665604,0.16131978297360872,-0.3465155508630793
2015-05-01,0.014868530387226242,-0.024120834488719045,0.11120504510007523,0.17447043968169662,-0.363838455342674
2015-06-01,-1.40517454483291e-05,-0.041113192659745224,0.07305455386415172,0.1673624375430497,-0.3685930815834956
2015-07-01,-0.013195845844391818,0.04497622177300564,0.11182091693248408,0.16076594826354207,-0.44729989480092447
2015-08-01,-0.007025806480110974,-0.006383027892893023,0.05776805284297848,0.13333640893142096,-0.4383895669531499
2015-09-01,-0.04166174781074705,0.016756568578068398,0.0982246954338366,0.09633137545744563,-0.40049300925656983
2015-10-01,0.02618669124132933,-0.002582980790527656,0.06626066716805468,0.0926878299587196,-0.35843303096285084
2015-11-01,-0.023282064054949037,-0.006182597403916024,0.027753666519304554,0.10910187550930905,-0.3397550027873383
2015-12-01,-0.01166491215568366,-0.0029991031083519415,-0.007755274746296892,0.0713102961033153,-0.3017727680384742
2016-01-01,-0.012961382522064024,0.052666391002526236,-0.05054399004068777,0.031103741706928534,-0.2882754026327049
2016-02-01,0.002429378002718696,0.028319339919209652,0.04164100148975736,0.014010375610881698,-0.33487559591641536
2016-03-01,-0.01102637150575192,-0.0022871187618139777,0.029712836317780544,-0.05103693429673817,-0.23198332835437152
2016-04-01,0.01617364024892254,-0.007856768199586806,0.05656508111667702,-0.030742901397680766,-0.2063884310448436
2016-05-01,0.006817626034695268,0.009277683973964113,0.08836237766632093,-0.022116933557143614,-0.16576058601673693
2016-06-01,-0.013170645279147575,0.06329574349912748,0.19847772468005886,-0.005227871316068056,-0.13862767661904274
2016-07-01,0.0002349907051064637,0.02170055538686344,0.174311199044211,-0.028052413091270934,-0.08222359332285611
2016-08-01,0.01798929393322335,-0.007772734872019127,0.17106785168027516,-0.00742236506586047,-0.07197754712187754
2016-09-01,0.01412662362349082,-0.01638304860466755,0.13630750024101834,-0.014659162868672526,0.005524649933609349
2016-10-01,0.005342880706816988,-0.0433174187119858,0.096514388466998,0.009348452515467232,-0.001106635046973059
2016-11-01,0.0318123187279421,-0.07751339308165706,0.02305576940711407,0.009128795915422483,0.08205191574094561
2016-12-01,0.009508892231407717,-0.007348941639122364,0.02071460025900096,0.0336164138554913,0.18196385242758673
2017-01-01,0.010072904511821745,0.01044564211191501,-0.02664383467251541,-0.002159616094494443,0.2196952384642371
2017-02-01,0.00039591015924789197,0.013891490386336858,-0.04189687536206621,0.026916970280166486,0.22013789023609998
2017-03-01,0.001556912765099061,-0.006921700718154344,-0.04728173513043754,0.05805859267786739,0.14534212283201597
2017-04-01,-0.003640579801513333,0.013715930332133253,-0.024205298504266115,0.061344879983992184,0.021320807865316094
2017-05-01,-0.003013940349176014,0.018220910359236786,-0.013409158534343102,0.011476595696504055,-0.0017846893049636714
2017-06-01,-0.00355402114440162,0.008692307147793121,-0.0748171303412074,-0.0016812839828364012,-0.054888220377556696
2017-07-01,0.0025532225622908467,-0.008354379095866116,-0.10259526678646269,-0.022312408683778706,0.05564910366006226
2017-08-01,-0.006020881747208495,0.03200005593106958,-0.058497377310654075,-0.03005446012066737,0.051935461918253156
2017-09-01,0.006470500984460115,-0.021239740801665796,-0.06653714358467899,-0.01817166980116336,0.02871749061512696
2017-10-01,-0.0009813393058184516,0.0005759600137824616,-0.023099946870619448,-0.031612715542204795,0.0716590917835922
2017-11-01,-0.0024836974509143683,0.009559989851177342,0.06647445234422023,-0.08013083997736348,0.06431688389858281
2017-12-01,-0.011845896931916955,0.01739055331920447,0.08986933629590776,-0.09474513397620987,0.050743406111822376
2018-01-01,0.0164158353177416,-0.02772527218859344,0.04851047744069137,-0.09870394050580567,0.08592550553558564
2018-02-01,0.012155569918431475,-0.030395086611709976,0.002426569387061983,-0.09454802989405175,0.05859041574963331
2018-03-01,-0.007503522678592556,0.026194148435198406,0.037408129908721444,-0.09179704207407968,0.11392465137923291
2018-04-01,0.020386886639028323,-0.018557478590175647,0.0008702407397807033,-0.055128945870309476,0.17503854055559687
2018-05-01,-0.004887507404108149,0.01656542399628158,0.0019379569596595925,-0.009857339544404486,0.21599300772212737
2018-06-01,0.005851473775129179,0.006179939013909674,0.0003878993164991851,0.01057027262549215,0.20617677366397724
2018-07-01,0.0032593976993440243,-0.013661147682825447,-0.007390814626273223,0.039648926617249725,0.14102498474536151
2018-08-01,0.007049711160409533,0.009783038445334569,-0.0282178001033907,0.04971757132190047,0.1445717190413629
2018-09-01,0.006669378211639376,-0.027317139265128687,-0.033759985045250906,0.04625417196237902,0.15865129742379414
2018-10-01,0.0005712069609707937,-0.03073770472116666,-0.0626932592161259,0.05188102443108056,0.0628360291490706
2018-11-01,-0.0006009757596374676,0.013971740505786867,-0.05235826790130782,0.07162049052445507,-0.04499988808043687
2018-12-01,-0.040649072320878554,0.049930243284025844,-0.012269495929244978,0.06010222992579295,-0.12516831964378172
2019-01-01,0.018988621867547684,0.002841194976574757,0.024761721640381262,0.10002129729023124,-0.06967290141027271
2019-02-01,0.012579726929205282,-0.01503308251741331,0.04120301676333682,0.09094291963902545,-0.012082719929385033
2019-03-01,-0.01620320405868325,0.04962981580465953,0.06841089608306183,0.1095305501930034,-0.0387335850155629
2019-04-01,0.0054910471485931645,-0.021722740431687648,0.06941066653692085,0.09288450817571803,-0.060941737351290715
2019-05-01,-0.03572620297943385,0.06118980810450614,0.11793858371016219,0.07250758900776277,-0.14737150762161633
2019-06-01,-0.001149252634459419,0.005082826487242009,0.1211484020844168,0.05193990611732047,-0.0883032211846081
2019-07-01,-0.0010709949700884458,0.00313596768154345,0.138115452132202,0.07960066411304711,-0.07542500775677463
2019-08-01,-0.0318131129562953,0.10257338631734947,0.23542391729219225,0.07643138545599215,-0.12926341654336726
2019-09-01,0.011825873494267669,-0.02529836509846828,0.23750089342539293,0.08221236255413245,-0.14905003681663875
2019-10-01,-0.00439952600578164,-0.014368880150812946,0.25566977141109126,0.04122371184537699,-0.07356333204999443
2019-11-01,0.0008513139026855576,-0.00353736793051429,0.2339321645869371,0.04938535214558637,0.02359895693309677
2019-12-01,0.013096201162647203,-0.033492869093463495,0.14429299052154432,0.03258663684575647,0.11772350355131667
2020-01-01,-0.027117889497012992,0.07147287238436184,0.21627994127397032,0.05641087939758049,-0.03852243040528747
2020-02-01,-0.025337162797019253,0.05732987006247825,0.2967641642105032,0.056077463730220045,-0.13340224808977974
2020-03-01,-0.037308501826663676,0.05139333257375789,0.30485529444553294,0.052174676179076784,-0.3030447023918662
2020-04-01,-0.00036878837882947657,0.009258715884580049,0.33707730154278004,0.04530549872183709,-0.3461056273970369
2020-05-01,0.005250755271521745,-0.01708347200260585,0.25109884540752203,0.032481514737276895,-0.2057073558795517
2020-06-01,-0.026457011173751432,0.0031252226005016315,0.2449290727829756,0.035253164586627195,-0.20037204064758818
2020-07-01,0.019140605314608594,0.04342887597932599,0.2867414804887034,-0.033525141163750605,-0.13775110732583873
2020-08-01,0.01759900013811655,-0.05030397397997288,0.1258749193752987,-0.05379426541484911,-0.04508098639761282
2020-09-01,-0.004892297371748677,0.00771728610844169,0.16017498516686646,-0.04428176801639938,-0.09469192445830033
2020-10-01,0.008897014773713852,-0.03340305268479593,0.1375276278258547,-0.02467360904128635,-0.14536753389410206
2020-11-01,-0.004296706080578749,0.01636968142433881,0.1581934610898924,-0.05838738809911115,-0.042086579462591645
2020-12-01,0.016111684456576514,-0.013356452265932517,0.178437413562752,-0.04682426905684134,-0.029369897093247554
2021-01-01,0.01866955332994147,-0.03532323453894881,0.06361025585123425,-0.07159425140306841,0.07521356537147628
2021-02-01,0.01846365953563489,-0.05749487894189975,-0.05930727557525173,-0.07701211272749708,0.24312558775177795
2021-03-01,0.027105671858879576,-0.05203085883254166,-0.1757646598292132,-0.06385022522258643,0.40935476251544767
2021-04-01,-0.0039557812148740545,0.024179998984204643,-0.16320407028296524,-0.08385626532676282,0.518732000057701
2021-05-01,-0.005835481974423518,-0.0007603594928364821,-0.14580602275521315,-0.09141017682311126,0.47652421410058154
2021-06-01,-0.008835224174134515,0.04593343117799542,-0.10496599253315142,-0.055698047644857196,0.4664786666014572
2021-07-01,-0.01318987497447588,0.035658659696695905,-0.11212750245593739,-0.018600731634451306,0.42828789757370733
2021-08-01,0.0095267472503906,-0.003004578519078205,-0.06503640386560172,0.0012754130318524126,0.36550974620885557
2021-09-01,0.011416643210256039,-0.028100456096895376,-0.10187450231459039,7.743789593717132e-05,0.45309776253697287
2021-10-01,-0.00841033569988403,0.02798403242118197,-0.04346039644765709,-0.0030821165715250176,0.5424697939783494
2021-11-01,-0.010342047696022316,0.028281114331554003,-0.03235141476657921,0.03641883918229227,0.35290559967445634
2021-12-01,0.02134431787679303,-0.018396442283057035,-0.04028180780824486,0.0570632620078203,0.36512141437509826
2022-01-01,0.012329661640657519,-0.030778108502318435,-0.042830151883067935,0.059001671224035435,0.41071003508339166
2022-02-01,0.011008587538037906,-0.013106491791039399,-0.002106776675524169,0.05529307341497669,0.37400193186171427
2022-03-01,0.016150662825467732,-0.04033739316199114,-0.003991903343609882,0.04705205574954541,0.47292154434482003
2022-04-01,0.024868597087127076,-0.08932126007004271,-0.12320075238807049,0.1168378888198276,0.45106383739661426
2022-05-01,-0.0020102691884502644,-0.028562701305627325,-0.14582405899656115,0.11842635614241481,0.4586691800842393
2022-06-01,-0.03411619573274027,-0.006629565598933462,-0.2028634769121075,0.1208039023469214,0.3487229737790417
2022-07-01,0.022212415948488662,0.020181036304743882,-0.21606598032307145,0.13502290295441965,0.31584117944395995
2022-08-01,0.001482716421771002,-0.03717091789525773,-0.2581245740239909,0.1591638416850567,0.31731454188827435
2022-09-01,0.021758620900242165,-0.07054540250282637,-0.3116264709173241,0.17801607759643479,0.19480381868391716
2022-10-01,0.04162892553476005,-0.05852803789902461,-0.3961790391814196,0.1764065425970438,0.18743192128743402
2022-11-01,-0.03131630172644906,0.06490751278270723,-0.35245757714292003,0.1112987937131863,0.28974901186678625
